Age_08_04,Mfg_Month,Mfg_Year,KM,HP,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Price
54,3,2000,63135,110,1600,3,4,5,69,1050,10500
54,3,2000,63123,110,1600,4,4,5,69,1035,11950
48,9,2000,63000,69,1900,5,4,5,185,1140,11500
55,2,2000,63000,110,1600,4,4,5,69,1035,11500
54,3,2000,62987,110,1600,5,4,5,85,1080,11450
56,1,2000,62751,110,1600,3,4,5,69,1050,9900
54,3,2000,62519,97,1400,3,4,5,69,1025,9500
50,7,2000,62280,97,1400,5,4,5,85,1060,10500
50,7,2000,61672,110,1600,5,4,5,85,1075,10750
54,3,2000,61000,69,2000,5,4,5,185,1140,8950
56,1,2000,61000,110,1600,3,4,5,69,1050,12000
53,4,2000,60558,110,1600,4,4,5,19,1105,9940
47,10,2000,60348,110,1600,4,4,5,69,1030,10950
54,3,2000,60239,110,1600,5,4,5,85,1075,10750
51,6,2000,59000,97,1400,3,4,5,69,1025,9799
51,6,2000,58761,97,1300,5,4,5,85,1060,11750
54,3,2000,58745,110,1600,4,4,5,69,1035,11950
52,5,2000,58596,110,1600,3,4,5,69,1045,11250
54,3,2000,58530,110,1600,5,4,5,85,1075,11750
55,2,2000,58377,110,1600,3,4,5,69,1050,10950
56,1,2000,58142,110,1600,5,4,5,85,1080,11250
53,4,2000,57948,97,1400,3,4,5,69,1025,9950
51,6,2000,57645,110,1600,5,4,5,85,1080,9700
47,10,2000,57500,110,1600,4,4,5,19,1105,11950
53,4,2000,57475,110,1600,3,4,5,69,1040,9900
55,2,2000,56743,110,1600,3,4,5,69,1045,9990
48,9,2000,56675,97,1400,3,4,5,69,1025,9475
54,3,2000,55877,110,1600,5,4,5,85,1075,11500
53,4,2000,55500,110,1600,4,4,5,69,1035,11950
55,2,2000,54900,97,1400,5,4,5,85,1060,11500
50,7,2000,54465,110,1600,5,4,5,85,1075,10500
46,11,2000,53700,97,1400,5,4,5,85,1060,10900
52,5,2000,53561,97,1400,5,4,5,85,1060,11700
51,6,2000,53408,110,1600,5,4,5,85,1080,11900
51,6,2000,53268,110,1600,5,4,5,85,1080,13950
49,8,2000,53116,97,1400,3,4,5,69,1025,10950
56,1,2000,52448,97,1400,3,4,5,69,1025,10500
55,2,2000,52149,97,1400,3,4,5,19,1085,10750
55,2,2000,52141,110,1600,5,4,5,85,1070,11950
56,1,2000,52000,97,1400,3,4,5,69,1025,10000
48,9,2000,50967,97,1400,5,4,5,85,1060,10495
50,7,2000,50400,110,1600,5,4,5,85,1080,11450
54,3,2000,50000,97,1400,3,4,5,69,1025,9400
51,6,2000,50000,86,1300,5,4,5,69,1045,11950
53,4,2000,49969,110,1600,5,4,5,85,1075,9650
49,8,2000,49568,110,1600,3,4,5,19,1105,18950
51,6,2000,49473,110,1600,3,4,5,85,1055,11450
52,5,2000,49432,110,1600,3,4,5,69,1050,10250
48,9,2000,49417,110,1600,3,4,5,69,1045,11450
54,3,2000,49366,97,1400,3,4,5,69,1025,9950
56,1,2000,48731,110,1600,3,4,5,85,1055,10500
54,3,2000,48370,110,1600,5,4,5,85,1080,13750
48,9,2000,48071,97,1400,3,4,5,69,1025,9950
54,3,2000,47852,110,1600,4,4,5,69,1030,10250
54,3,2000,47768,110,1600,3,4,5,85,1055,10850
52,5,2000,47689,110,1600,5,4,5,85,1075,11895
53,4,2000,47451,110,1600,3,4,5,85,1055,12950
50,7,2000,47219,110,1600,5,4,5,85,1080,11950
56,1,2000,47211,110,1600,5,4,5,85,1070,10750
54,3,2000,46856,97,1400,5,4,5,85,1060,9550
56,1,2000,46500,86,1300,5,4,5,69,1035,10950
52,5,2000,46449,110,1600,4,4,5,69,1035,11750
47,10,2000,46391,110,1600,5,4,5,85,1075,10950
54,3,2000,46230,110,1600,3,4,5,85,1055,12450
52,5,2000,46029,110,1600,4,4,5,69,1030,10500
50,7,2000,46000,97,1400,3,4,5,69,1025,10900
50,7,2000,45900,110,1600,5,4,5,85,1075,12950
47,10,2000,45850,97,1400,5,4,5,85,1060,10950
56,1,2000,45336,110,1600,5,4,5,85,1080,12500
55,2,2000,44537,97,1400,3,4,5,69,1025,9950
56,1,2000,43700,86,1300,3,4,5,69,1025,10750
48,9,2000,43120,97,1400,3,4,5,69,1030,12500
49,8,2000,41710,110,1600,3,4,5,69,1040,10450
52,5,2000,41700,97,1400,3,4,5,69,1025,10750
49,8,2000,41636,110,1600,5,4,5,19,1105,12950
50,7,2000,41273,97,1400,5,4,5,85,1060,10995
49,8,2000,40836,110,1600,3,4,5,85,1075,11950
50,7,2000,40400,97,1400,5,4,5,85,1060,11250
47,10,2000,40361,110,1600,5,4,5,85,1090,11950
54,3,2000,40325,86,1300,5,4,5,69,1045,13750
47,10,2000,40000,110,1600,5,4,5,85,1080,11000
50,7,2000,39706,110,1600,5,4,5,85,1080,13500
54,3,2000,39291,110,1600,3,4,5,69,1040,10950
54,3,2000,39000,97,1400,3,4,5,69,1025,10750
47,10,2000,38900,97,1400,3,4,5,69,1025,8950
51,6,2000,38403,110,1600,3,4,5,85,1055,12950
56,1,2000,37461,97,1400,3,4,5,69,1025,9750
54,3,2000,37000,97,1400,3,4,5,69,1025,10900
55,2,2000,36406,110,1600,4,4,5,69,1035,10995
48,9,2000,36005,97,1400,5,4,5,85,1065,10750
52,5,2000,36000,110,1600,5,4,5,85,1075,10950
49,8,2000,36000,110,1600,5,4,5,85,1080,13000
45,12,2000,36000,110,1600,3,4,5,85,1070,12950
52,5,2000,35823,110,1600,5,4,5,85,1075,11500
56,1,2000,35230,97,1400,3,4,5,69,1025,10950
48,9,2000,35142,110,1600,3,4,5,85,1055,11710
49,8,2000,34890,97,1400,3,4,5,69,1025,9980
51,6,2000,34882,110,1600,5,4,5,85,1075,12250
46,11,2000,34000,110,1600,5,4,5,85,1075,11500
56,1,2000,33998,110,1600,5,4,5,85,1080,11950
55,2,2000,33230,110,1600,3,4,5,69,1050,11500
46,11,2000,33021,110,1600,5,4,5,85,1080,11900
49,8,2000,31999,97,1400,3,4,5,69,1030,11930
52,5,2000,31579,97,1400,3,4,5,69,1025,10500
56,1,2000,31000,97,1400,3,4,5,69,1025,8950
46,11,2000,30806,97,1400,5,4,5,85,1060,10450
55,2,2000,30461,86,1300,5,4,5,69,1050,10500
50,7,2000,29686,110,1600,3,4,5,85,1075,12950
55,2,2000,29650,86,1300,3,4,6,69,1025,9950
52,5,2000,29500,110,1600,3,4,5,85,1055,12900
48,9,2000,28656,97,1400,3,4,5,19,1085,9950
55,2,2000,27500,97,1400,3,4,5,69,1025,9950
48,9,2000,26938,110,1600,3,4,5,69,1040,10950
53,4,2000,26624,97,1400,5,4,5,85,1060,10950
47,10,2000,26221,97,1400,3,4,5,69,1025,9950
50,7,2000,22648,97,1400,5,4,5,85,1060,10950
50,7,2000,22500,97,1400,3,4,5,69,1025,10800
56,1,2000,19313,97,1400,3,4,5,69,1025,10500
50,7,2000,17619,110,1600,4,4,5,69,1030,10450
51,6,2000,17069,97,1400,3,4,5,69,1025,10600
48,9,2000,15000,97,1400,3,4,5,69,1025,10450
50,7,2000,10210,97,1400,5,4,5,85,1065,12950
47,10,2000,5309,110,1600,3,4,5,85,1070,11250
50,7,2000,1,90,2000,3,4,5,64,1260,7500
52,5,2000,31000,97,1398,3,4,5,69,1025,8950
58,11,1999,205000,72,2000,4,4,5,185,1100,6950
68,1,1999,204250,72,2000,3,4,5,185,1115,7900
68,1,1999,194545,86,1300,4,4,5,69,1000,5950
59,10,1999,190900,72,2000,3,4,5,185,1115,7500
62,7,1999,183500,72,2000,5,4,5,185,1140,7500
65,4,1999,176184,72,2000,3,4,5,185,1115,6900
67,2,1999,174833,72,2000,4,4,5,185,1100,5751
68,1,1999,155720,86,1300,3,4,5,69,1015,6950
67,2,1999,155500,110,1600,5,4,5,69,1050,7950
59,10,1999,154783,72,2000,3,4,5,185,1120,7750
64,5,1999,154462,72,2000,5,4,5,185,1135,7950
64,5,1999,150585,110,1600,3,4,6,85,1065,8250
67,2,1999,149000,90,2000,5,4,5,64,1135,6250
62,7,1999,147636,72,2000,5,4,5,185,1135,9500
59,10,1999,144521,72,2000,5,4,5,64,1135,6900
64,5,1999,144000,110,1600,3,4,6,72,1065,8450
65,4,1999,140168,72,2000,3,4,5,185,1115,7350
68,1,1999,140000,110,1600,5,4,5,85,1085,8950
60,9,1999,139800,72,2000,3,4,5,185,1115,6900
59,10,1999,137050,110,1600,3,4,5,197,1078,8950
61,8,1999,136956,110,1600,3,4,6,85,1065,8750
67,2,1999,135337,110,1600,5,4,5,197,1120,7950
64,5,1999,133769,72,2000,3,4,5,185,1120,8950
58,11,1999,133405,72,2000,5,4,5,185,1135,8950
65,4,1999,132807,72,2000,5,4,5,185,1135,8950
64,5,1999,132393,72,2000,5,4,5,185,1135,7950
60,9,1999,130270,110,1600,3,4,5,69,1050,7750
59,10,1999,130000,72,2000,4,4,5,185,1135,7500
67,2,1999,127000,72,2000,5,4,5,185,1135,8950
67,2,1999,126800,72,2000,5,4,5,185,1135,9800
66,3,1999,126452,110,1600,5,4,5,85,1085,9450
62,7,1999,125175,116,2000,5,4,5,185,1150,8950
68,1,1999,125000,72,2000,3,4,5,185,1115,8750
61,8,1999,123000,72,2000,5,4,5,185,1135,10500
59,10,1999,121626,86,1300,5,4,5,69,1050,7995
64,5,1999,120400,110,1600,5,4,5,85,1090,10450
66,3,1999,120000,72,2000,4,4,5,185,1100,9950
68,1,1999,119541,110,1600,3,4,5,85,1055,9950
68,1,1999,119500,110,1600,5,4,5,85,1070,8950
68,1,1999,119289,110,1600,4,4,5,69,1035,7950
57,12,1999,118833,110,1600,3,4,6,85,1065,10950
64,5,1999,118000,72,2000,5,4,5,185,1150,9950
68,1,1999,117955,110,1600,4,4,5,85,1065,8600
65,4,1999,117609,86,1300,3,4,5,69,1015,7250
68,1,1999,117000,72,2000,3,4,5,185,1115,6950
64,5,1999,116000,86,1300,5,4,5,69,1045,8000
58,11,1999,115715,110,1600,5,4,5,85,1070,9950
60,9,1999,115191,110,1600,4,4,5,197,1079,9450
68,1,1999,115071,110,1600,3,4,5,85,1055,7950
63,6,1999,115000,110,1600,3,4,5,197,1109,9450
64,5,1999,114846,110,1600,5,4,5,85,1075,9950
65,4,1999,114383,90,2000,3,4,5,64,1260,6950
59,10,1999,113700,110,1600,5,4,5,19,1065,8250
67,2,1999,113118,86,1300,3,4,5,69,1020,9950
59,10,1999,112827,86,1300,5,4,5,69,1040,8250
68,1,1999,112116,110,1600,5,4,5,85,1070,9950
66,3,1999,112000,110,1600,3,4,6,85,1065,10500
62,7,1999,112000,72,2000,4,4,5,64,1135,7950
65,4,1999,111769,110,1600,3,4,6,85,1065,9750
61,8,1999,110853,110,1600,5,4,5,85,1070,9250
68,1,1999,110287,110,1600,3,4,5,69,1050,9500
62,7,1999,109547,110,1600,5,4,5,85,1075,9950
63,6,1999,109230,110,1600,3,4,5,69,1050,7750
68,1,1999,109150,110,1600,5,4,5,85,1075,9500
67,2,1999,108793,110,1600,4,4,5,69,1035,9950
64,5,1999,106784,110,1600,3,4,5,19,1050,9750
58,11,1999,105942,86,1300,5,4,5,69,1040,9750
59,10,1999,105000,86,1300,3,4,5,19,1015,5950
62,7,1999,105000,86,1300,5,4,5,69,1040,8500
68,1,1999,104299,110,1600,5,4,5,85,1085,8495
67,2,1999,104000,86,1300,3,4,5,69,1020,9250
68,1,1999,104000,86,1300,3,4,5,19,1015,6900
58,11,1999,103458,86,1300,3,4,5,69,1025,8950
63,6,1999,103400,110,1600,5,4,5,85,1075,9500
63,6,1999,102807,86,1300,5,4,5,85,1055,9250
68,1,1999,102494,110,1600,5,4,5,85,1090,9895
57,12,1999,102300,72,2000,5,4,5,185,1135,9950
61,8,1999,102106,110,1600,3,4,5,69,1050,7950
68,1,1999,101889,110,1600,5,4,5,85,1075,8750
57,12,1999,101791,72,2000,3,4,5,185,1115,8250
63,6,1999,101469,110,1600,3,4,6,85,1065,8950
68,1,1999,101001,110,1600,5,4,5,85,1075,8950
61,8,1999,100748,110,1600,5,4,5,85,1070,8950
65,4,1999,100550,110,1600,5,4,5,85,1075,8950
67,2,1999,99781,110,1600,5,4,5,85,1085,9450
59,10,1999,98658,86,1300,3,4,5,69,1020,8950
65,4,1999,98500,110,1600,5,4,5,85,1075,9250
64,5,1999,98291,86,1300,4,4,5,69,1000,8750
61,8,1999,97648,110,1600,3,4,6,85,1065,9950
61,8,1999,97425,110,1600,5,4,5,85,1075,9950
65,4,1999,97173,86,1300,3,4,5,69,1015,9900
66,3,1999,97046,86,1300,4,4,5,69,1000,8950
67,2,1999,96000,110,1600,3,4,5,69,1050,8950
60,9,1999,96000,72,2000,4,4,5,185,1100,12250
67,2,1999,95750,110,1600,5,4,5,85,1070,9250
61,8,1999,95147,110,1600,3,4,5,85,1050,10250
68,1,1999,95000,110,1600,3,4,5,69,1050,8950
65,4,1999,95000,110,1600,3,4,5,69,1050,7999
66,3,1999,94606,110,1600,3,4,5,85,1065,9900
63,6,1999,94504,86,1300,4,4,5,69,1000,8250
65,4,1999,93428,110,1600,5,4,5,85,1075,10500
65,4,1999,93408,86,1300,3,4,5,69,1015,8450
68,1,1999,93296,110,1600,5,4,5,85,1090,9900
62,7,1999,93098,110,1600,5,4,5,85,1075,10500
67,2,1999,92922,72,2000,4,4,5,185,1100,8500
61,8,1999,92498,110,1600,3,4,5,69,1050,9500
65,4,1999,92226,110,1600,3,4,6,85,1065,9450
68,1,1999,91505,72,2000,3,4,5,185,1115,9900
64,5,1999,91333,110,1600,3,4,5,69,1050,8250
65,4,1999,91246,86,1300,3,4,5,69,1015,8750
58,11,1999,91000,110,1600,5,4,5,85,1075,9500
68,1,1999,90727,110,1600,3,4,5,69,1050,8450
62,7,1999,90000,110,1600,3,4,5,69,1050,8490
60,9,1999,89576,110,1600,4,4,5,69,1035,8750
64,5,1999,89145,86,1300,3,4,5,69,1025,9750
63,6,1999,89000,110,1600,5,4,5,85,1085,9950
68,1,1999,88807,110,1600,3,4,5,69,1050,8500
63,6,1999,88685,110,1600,5,4,5,85,1070,8450
62,7,1999,88667,110,1600,4,4,5,69,1040,7900
57,12,1999,88480,110,1600,3,4,5,69,1050,8750
61,8,1999,88127,86,1300,3,4,5,69,1015,7950
62,7,1999,88000,86,1300,3,4,5,69,1020,6900
65,4,1999,87821,86,1300,3,4,5,69,1015,8150
59,10,1999,87654,86,1300,5,4,5,85,1065,10995
59,10,1999,86888,110,1600,3,4,5,69,1050,8900
59,10,1999,86871,86,1300,5,4,5,69,1040,9500
68,1,1999,86714,110,1600,4,4,5,69,1035,8950
65,4,1999,85889,110,1600,3,4,6,85,1065,11500
62,7,1999,85000,110,1600,3,4,5,69,1050,10450
60,9,1999,85000,86,1300,3,4,5,69,1025,10500
68,1,1999,84976,110,1600,4,4,5,69,1035,9250
65,4,1999,84558,110,1600,5,4,5,19,1120,10950
62,7,1999,84549,110,1600,5,4,5,85,1075,10450
68,1,1999,84482,110,1600,5,4,5,85,1075,9250
62,7,1999,83908,110,1600,5,4,5,85,1070,8750
67,2,1999,83560,86,1300,3,4,5,69,1015,8750
68,1,1999,83000,107,1600,5,4,5,85,1100,9800
64,5,1999,82723,86,1300,3,4,5,69,1015,8250
62,7,1999,82421,110,1600,3,4,6,85,1065,10450
58,11,1999,82254,110,1600,5,4,5,69,1050,9750
61,8,1999,82115,110,1600,3,4,5,85,1055,8950
65,4,1999,82000,86,1300,3,4,5,69,1015,7450
68,1,1999,81965,86,1300,5,4,5,69,1035,8450
66,3,1999,81250,110,1600,3,4,5,19,1050,8250
65,4,1999,81192,110,1600,3,4,6,85,1065,10950
61,8,1999,81170,110,1600,4,4,5,69,1040,8950
66,3,1999,81083,86,1300,3,4,5,69,1015,8750
61,8,1999,80714,110,1600,5,4,5,85,1075,10450
57,12,1999,80470,110,1600,5,4,5,85,1085,10950
65,4,1999,80439,110,1600,4,4,5,69,1035,8450
59,10,1999,80430,110,1600,3,4,6,85,1065,9950
68,1,1999,80426,110,1600,3,4,5,85,1055,9950
62,7,1999,80265,86,1300,3,4,5,69,1015,8750
65,4,1999,80153,110,1600,5,4,5,85,1070,9950
68,1,1999,80121,110,1600,5,4,5,85,1070,9500
65,4,1999,80086,110,1600,4,4,5,69,1035,8250
62,7,1999,80000,110,1600,5,4,5,85,1075,10950
60,9,1999,80000,86,1300,5,4,5,19,1015,7950
65,4,1999,80000,86,1300,2,4,5,19,1015,8250
67,2,1999,79858,110,1600,4,4,5,69,1040,9895
67,2,1999,79762,86,1300,3,4,5,69,1015,9130
59,10,1999,79660,86,1300,5,4,5,85,1065,10950
60,9,1999,79150,110,1600,5,4,5,85,1075,10500
61,8,1999,79000,110,1600,3,4,5,69,1050,8900
57,12,1999,78955,86,1300,5,4,5,69,1045,9500
59,10,1999,78750,90,1975,5,4,5,210,1155,10950
68,1,1999,78521,86,1300,3,4,5,69,1015,7950
64,5,1999,78356,86,1300,3,4,5,69,1015,7950
65,4,1999,78076,86,1300,3,4,5,69,1015,7950
61,8,1999,78063,107,1600,5,4,5,85,1100,9500
67,2,1999,77821,110,1600,5,4,5,85,1075,10950
68,1,1999,77695,110,1600,4,4,5,69,1035,9750
65,4,1999,77500,110,1600,3,4,5,69,1050,9750
63,6,1999,77457,110,1600,3,4,5,85,1055,9450
68,1,1999,77029,86,1300,3,4,5,69,1015,8950
68,1,1999,77008,86,1300,3,4,5,69,1015,8950
66,3,1999,76791,110,1600,5,4,5,85,1070,8900
61,8,1999,76700,86,1300,5,4,5,69,1035,9950
67,2,1999,76569,86,1300,3,4,5,69,1020,8750
59,10,1999,76162,110,1600,5,4,5,85,1075,8950
65,4,1999,76155,110,1600,4,4,5,69,1035,8990
61,8,1999,75609,86,1300,3,4,5,69,1015,8950
62,7,1999,75569,72,2000,3,4,5,185,1120,8950
67,2,1999,75429,110,1600,3,4,6,85,1065,9950
68,1,1999,75000,110,1600,5,4,5,85,1075,9900
65,4,1999,75000,86,1300,3,4,5,19,1015,8950
62,7,1999,75000,110,1600,5,4,5,85,1070,8950
66,3,1999,74963,107,1600,3,4,5,85,1085,9500
68,1,1999,74889,86,1300,3,4,5,69,1015,7950
68,1,1999,74875,110,1600,5,4,5,85,1070,7750
63,6,1999,74747,110,1600,5,4,5,85,1075,8950
60,9,1999,74720,110,1600,5,4,5,85,1085,11950
62,7,1999,74457,110,1600,5,4,5,85,1075,8950
60,9,1999,74337,86,1300,5,4,5,69,1035,11950
68,1,1999,74308,110,1600,3,4,5,69,1050,8950
64,5,1999,74193,110,1600,3,4,5,69,1050,9950
65,4,1999,74179,110,1600,3,4,5,69,1050,8250
67,2,1999,73936,86,1300,5,4,5,69,1050,8995
61,8,1999,73894,110,1600,3,4,6,85,1065,9995
64,5,1999,73500,110,1600,3,4,5,69,1050,9250
64,5,1999,73376,110,1600,5,4,5,85,1070,10950
64,5,1999,73300,86,1300,3,4,5,69,1015,8900
58,11,1999,73172,110,1600,5,4,5,85,1075,9500
58,11,1999,72928,110,1600,5,4,5,85,1075,9950
67,2,1999,72880,86,1332,3,4,5,69,1015,7950
63,6,1999,72522,110,1600,3,4,5,69,1050,8250
64,5,1999,72000,86,1300,3,4,5,69,1015,9450
57,12,1999,72000,86,1300,3,4,5,69,1015,7950
59,10,1999,71366,110,1600,3,4,6,85,1065,9500
65,4,1999,71317,110,1600,3,4,5,69,1050,8950
62,7,1999,71000,110,1600,5,4,5,85,1070,10950
60,9,1999,70954,110,1600,3,4,5,69,1050,8950
63,6,1999,70908,86,1300,5,4,5,69,1035,9450
58,11,1999,70560,110,1600,3,4,5,69,1050,8000
67,2,1999,70552,110,1600,5,4,5,85,1075,9900
62,7,1999,70500,110,1600,5,4,5,69,1035,8950
60,9,1999,70453,72,2000,5,4,5,185,1135,10900
59,10,1999,70218,110,1600,3,4,5,69,1050,9450
64,5,1999,70116,110,1600,4,4,5,69,1035,8450
65,4,1999,70068,110,1600,5,4,5,85,1075,9500
67,2,1999,70000,107,1587,3,4,5,19,1065,10500
68,1,1999,70000,86,1300,3,4,5,69,1015,6950
68,1,1999,69103,110,1600,4,4,5,69,1035,9750
58,11,1999,69022,86,1300,5,4,5,69,1035,6950
67,2,1999,69000,110,1600,3,4,6,85,1065,9650
68,1,1999,68865,110,1600,3,4,6,85,1065,9950
58,11,1999,68723,86,1300,3,4,5,69,1025,9250
63,6,1999,68453,110,1600,5,4,5,85,1070,8950
63,6,1999,68238,86,1300,5,4,5,69,1050,9900
63,6,1999,68153,110,1600,5,4,5,85,1085,10995
65,4,1999,68000,110,1600,5,4,5,85,1075,10500
65,4,1999,68000,86,1300,3,4,5,69,1015,8950
67,2,1999,67762,110,1600,3,4,6,85,1065,9750
68,1,1999,67146,110,1600,5,4,5,85,1075,10950
67,2,1999,67110,86,1300,5,4,5,69,1035,9750
59,10,1999,67010,110,1600,3,4,6,85,1065,9950
65,4,1999,67003,110,1600,4,4,5,69,1035,10500
68,1,1999,66785,86,1300,3,4,5,69,1045,10400
68,1,1999,66550,86,1332,3,4,5,69,1010,8800
61,8,1999,66259,110,1600,3,4,6,85,1065,10500
62,7,1999,66082,110,1600,5,4,5,85,1070,9250
65,4,1999,66000,86,1300,3,4,5,69,1015,7800
61,8,1999,66000,110,1600,3,4,5,69,1050,9950
63,6,1999,65896,110,1600,3,4,6,85,1065,10750
67,2,1999,65785,110,1600,5,4,5,85,1075,10950
65,4,1999,65513,110,1600,4,4,5,85,1070,9950
59,10,1999,65463,110,1600,5,4,5,85,1070,9950
68,1,1999,65400,86,1300,4,4,5,69,1000,8100
60,9,1999,65259,110,1600,3,4,5,69,1050,9250
64,5,1999,65000,110,1600,3,4,5,69,1050,7800
68,1,1999,65000,110,1600,5,4,5,85,1070,9000
57,12,1999,65000,110,1600,4,4,5,69,1035,8950
62,7,1999,64966,86,1300,3,4,5,69,1020,8950
68,1,1999,64950,110,1600,5,4,5,85,1075,9950
60,9,1999,64914,110,1600,5,4,5,85,1070,8500
62,7,1999,64797,110,1600,5,4,5,85,1075,7995
65,4,1999,64772,110,1600,3,4,5,69,1050,8750
63,6,1999,64690,86,1300,3,4,5,69,1020,9750
65,4,1999,64630,110,1600,5,4,5,85,1070,10950
67,2,1999,64613,110,1600,5,4,5,85,1085,9750
60,9,1999,64383,86,1300,3,4,5,69,1015,8200
68,1,1999,64000,110,1600,5,4,5,85,1075,8950
66,3,1999,63881,86,1300,3,4,5,69,1015,9500
58,11,1999,63870,72,2000,5,4,5,185,1135,10950
66,3,1999,63328,86,1300,5,4,5,85,1065,9750
65,4,1999,63000,86,1300,5,4,5,85,1065,9950
61,8,1999,63000,86,1300,3,4,5,69,1050,10450
65,4,1999,62396,110,1600,3,4,5,69,1050,9850
62,7,1999,62377,110,1600,5,4,5,85,1075,9450
67,2,1999,62316,110,1600,3,4,5,69,1050,10295
68,1,1999,62292,110,1600,3,4,6,85,1065,9750
65,4,1999,62225,110,1600,3,4,5,69,1050,8950
68,1,1999,62222,110,1600,5,4,5,85,1075,9900
66,3,1999,62135,86,1300,5,4,5,69,1035,8750
58,11,1999,62024,110,1600,5,4,5,85,1075,9950
60,9,1999,61977,86,1300,3,4,5,69,1015,8500
62,7,1999,61930,110,1600,4,4,5,69,1035,9950
57,12,1999,61682,110,1600,3,4,5,69,1050,10950
68,1,1999,61568,110,1600,4,4,5,69,1035,9795
68,1,1999,61504,110,1600,4,4,5,69,1035,8750
65,4,1999,61384,110,1600,3,4,5,69,1050,8250
58,11,1999,61343,110,1600,5,4,5,85,1075,9950
62,7,1999,61254,110,1600,5,4,5,85,1075,9950
59,10,1999,61166,110,1600,3,4,5,69,1050,10500
62,7,1999,61149,86,1300,5,4,5,69,1040,9750
61,8,1999,61144,110,1600,5,4,5,85,1090,11250
59,10,1999,61127,110,1600,3,4,5,69,1050,8900
60,9,1999,61100,86,1300,3,4,5,69,1015,7950
68,1,1999,61100,110,1600,5,4,5,85,1075,11500
57,12,1999,61000,110,1600,3,4,5,69,1050,9450
65,4,1999,60724,86,1300,3,4,5,69,1015,7995
59,10,1999,60708,86,1300,5,4,5,69,1045,10995
61,8,1999,60532,110,1600,3,4,5,69,1050,8950
67,2,1999,60000,86,1300,4,4,5,69,1030,8250
66,3,1999,60000,86,1300,3,4,5,69,1015,8950
65,4,1999,60000,86,1300,3,4,5,69,1015,8950
62,7,1999,59295,86,1300,5,4,5,69,1035,9500
65,4,1999,59264,86,1300,3,4,5,69,1015,7500
63,6,1999,59000,110,1600,3,4,5,69,1050,8950
63,6,1999,59000,86,1300,5,4,5,19,1035,9950
65,4,1999,59000,110,1600,5,4,5,19,1075,9750
61,8,1999,59000,110,1600,5,4,5,85,1070,9450
65,4,1999,59000,110,1600,3,4,5,69,1050,9950
68,1,1999,58860,110,1600,3,4,5,85,1055,9750
65,4,1999,58829,110,1600,3,4,5,69,1050,8950
66,3,1999,58654,110,1600,5,4,5,85,1070,8250
65,4,1999,58300,86,1300,3,4,5,69,1015,7750
60,9,1999,58269,110,1600,3,4,5,69,1050,8950
64,5,1999,58136,110,1600,5,4,5,85,1075,9950
66,3,1999,58113,107,1600,3,4,5,85,1085,9450
67,2,1999,58058,110,1600,3,4,6,85,1065,12950
58,11,1999,58000,110,1600,3,4,5,69,1050,9950
62,7,1999,58000,110,1600,3,4,6,85,1065,10495
68,1,1999,57565,86,1300,5,4,5,69,1035,7950
63,6,1999,57413,107,1600,5,4,5,85,1115,10500
65,4,1999,57374,110,1600,5,4,5,85,1075,8950
62,7,1999,57179,110,1600,5,4,5,85,1075,9900
61,8,1999,57169,110,1600,3,4,6,85,1065,9995
63,6,1999,57124,110,1600,3,4,6,85,1065,9950
63,6,1999,57000,110,1600,3,4,5,69,1050,9950
67,2,1999,57000,110,1600,3,4,5,69,1050,8250
63,6,1999,57000,86,1300,5,4,5,69,1035,9950
59,10,1999,56259,86,1300,3,4,5,69,1015,8950
62,7,1999,56209,107,1600,3,4,5,85,1080,10950
67,2,1999,56074,86,1300,4,4,5,69,1000,9250
63,6,1999,55942,110,1600,5,4,5,85,1070,9950
57,12,1999,55844,86,1300,5,4,5,69,1045,9995
61,8,1999,55747,86,1300,3,4,5,69,1020,8750
58,11,1999,55478,86,1300,5,4,5,69,1045,10950
60,9,1999,55085,107,1600,5,4,5,85,1105,10350
65,4,1999,55061,110,1600,5,4,5,85,1070,9950
65,4,1999,55000,86,1300,3,4,5,69,1015,8950
57,12,1999,55000,110,1600,5,4,5,85,1075,10950
63,6,1999,54936,110,1600,5,4,5,85,1075,10950
68,1,1999,54875,110,1600,5,4,5,85,1070,8950
67,2,1999,54847,110,1600,3,4,5,69,1050,8900
60,9,1999,54554,110,1600,3,4,6,85,1065,10250
61,8,1999,54125,110,1600,5,4,5,69,1035,9450
61,8,1999,54000,110,1600,3,4,5,85,1055,9250
57,12,1999,54000,110,1600,5,4,5,85,1075,10500
58,11,1999,54000,86,1300,5,4,5,69,1035,7350
57,12,1999,54000,110,1600,3,4,5,19,1135,10250
62,7,1999,53285,110,1600,5,4,5,85,1075,10250
65,4,1999,53053,110,1600,5,4,5,85,1075,11500
68,1,1999,53000,110,1587,3,4,5,19,1075,8950
68,1,1999,53000,86,1300,3,4,5,69,1015,7750
64,5,1999,52968,110,1600,3,4,5,69,1050,9500
67,2,1999,52800,86,1300,3,4,5,69,1015,8450
57,12,1999,52548,110,1600,3,4,5,69,1050,8950
60,9,1999,52487,110,1600,4,4,5,69,1035,8400
66,3,1999,52383,86,1300,3,4,5,69,1015,9250
61,8,1999,52112,110,1600,4,4,5,69,1035,8900
58,11,1999,51712,110,1600,3,4,5,69,1050,8750
58,11,1999,51421,110,1600,5,4,3,85,1105,10950
61,8,1999,51235,86,1300,4,4,5,69,1000,8950
